cell_id,n_stored,n_kept,n_dropped_by_cleaning,too_short,q1,q1_first,q1_material_diff,denominator,excluded_by_guard,T,q1_k20,T_r2_rho0.80,guard_r2_rho0.80,T_r1_rho0.80,guard_r1_rho0.80,fit_end,monotone_violation_Ah,monotone_within_tol,rmse_power_law,rmse_two_term_exponential,rmse_rollover,best_family_in_sample,n_pos_k2.5_m2,n_neg_k2.5_m2,residual_scale_Ah,option,dataset
MATR_b3c36,921,921,0,False,1.060545249417253,1.0575962783216786,False,0.1805452494172528,False,921.0,1.060545249417253,921.0,False,,False,921.0,0.0029489710955743487,True,0.00731099334804834,0.0015125432742219922,0.0014753565832592165,rollover,0.0,1.0,0.0017721595186395611,iso05,MATR
MATR_b3c37,1388,1388,0,False,1.0506014363636398,1.0470061307692307,False,0.17060143636363967,False,1388.0,1.0506014363636398,1388.0,False,,False,1388.0,0.033355744522144626,False,0.007203364607347564,0.0032485434634222537,0.0032322214869425782,rollover,2.0,5.0,0.0012143900944500737,iso05,MATR
MATR_b3c38,1933,1933,0,False,1.0725392601398638,1.0703227006993008,False,0.19253926013986367,False,1933.0,1.0725392601398638,1933.0,False,,False,1933.0,0.002216559440562982,True,0.006771126327925619,0.0013025275470755452,0.0010019876809877217,rollover,0.0,1.0,0.0013036518006750446,iso05,MATR
MATR_b3c39,1154,1154,0,False,1.0514178428904464,1.047463913986014,False,0.17141784289044626,False,1154.0,1.0514178428904464,1154.0,False,,False,1154.0,0.003965545687649286,True,0.007581884739930709,0.0012267229683202861,0.0011932661619569749,rollover,1.0,1.0,0.0014069761751748407,iso05,MATR
MATR_b3c4,1046,1046,0,False,1.0748160550116586,1.0725074993006993,False,0.19481605501165844,False,1046.0,1.0748160550116586,1046.0,False,,False,1046.0,0.002736881585085005,True,0.0047767985621988834,0.001297722254504623,0.0009825813982391849,rollover,1.0,2.0,0.0010273659693749574,iso05,MATR
MATR_b3c40,794,794,0,False,1.0637955932400969,1.0592270258741263,False,0.18379559324009676,False,794.0,1.0637955932400969,794.0,False,,False,794.0,0.004587592307695454,True,0.004588843349551654,0.0008229045742072677,0.0008226533526969246,rollover,0.0,1.0,0.0009615998500426447,iso05,MATR
MATR_b3c41,784,784,0,False,1.0544417202797238,1.0506918300699297,False,0.1744417202797237,False,784.0,1.0544417202797238,784.0,False,,False,784.0,0.004160568997672698,True,0.003278997777374072,0.000770138283089622,0.000759532325659898,rollover,1.0,1.0,0.000767297097176887,iso05,MATR
MATR_b3c42,1640,1640,0,False,1.0697535997669032,1.0671082223776225,False,0.1897535997669031,False,1640.0,1.0697535997669032,1640.0,False,,False,1640.0,0.0028560326340361097,True,0.00570280860447126,0.001430981533518476,0.0014214834235451372,rollover,0.0,1.0,0.0016102269213983283,iso05,MATR
MATR_b3c43,1044,1044,0,False,1.0731610986014022,1.0702973440559442,False,0.19316109860140207,False,1044.0,1.0731610986014022,1044.0,False,,False,1044.0,0.00299319114219454,True,0.006669242364983065,0.001671299341728771,0.0015463797972069715,rollover,0.0,1.0,0.002008200683083678,iso05,MATR
MATR_b3c44,938,938,0,False,1.0736855699300736,1.0697429020979026,False,0.19368556993007346,False,938.0,1.0736855699300736,938.0,False,,False,938.0,0.00413348111888423,True,0.006705396773800895,0.0014514060716991437,0.0014413849948004768,rollover,0.0,1.0,0.0018761639333685063,iso05,MATR
MATR_b3c45,1799,1799,0,False,1.0716944969697004,1.0696614426573425,False,0.1916944969697003,False,1799.0,1.0716944969697004,1799.0,False,,False,1799.0,0.00254444172494539,True,0.0062128056459625075,0.0014755650490116193,0.0013363226602724715,rollover,0.0,3.0,0.0014787199684184829,iso05,MATR
MATR_b3c5,826,826,0,False,1.0538047477855512,1.0515670986013987,False,0.1738047477855511,False,826.0,1.0538047477855512,826.0,False,,False,826.0,0.002435007925411403,True,0.005894127068671051,0.0013916072500309298,0.0013759522990359656,rollover,0.0,1.0,0.001492630696880596,iso05,MATR
MATR_b3c6,665,665,0,False,1.063035861118881,1.062732006293706,False,0.18303586111888093,False,665.0,1.063035861118881,665.0,False,,False,665.0,0.0008665181818180434,True,0.0036221187371582105,0.001171396459338438,0.0010422842886556839,rollover,1.0,2.0,0.0005093540716802919,iso05,MATR
MATR_b3c7,1834,1834,0,False,1.0708184925407962,1.0677476048951051,False,0.19081849254079608,False,1834.0,1.0708184925407962,1834.0,False,,False,1834.0,0.0032026592074625437,True,0.005715455681230099,0.0013267857327317752,0.0010623934646091014,rollover,0.0,1.0,0.001343377126588396,iso05,MATR
MATR_b3c8,826,826,0,False,1.0684814097902133,1.0648958629370628,False,0.18848140979021322,False,826.0,1.0684814097902133,826.0,False,,False,826.0,0.0037718456876492112,True,0.006113686920679261,0.0012088504268916716,0.0011969887410295708,rollover,0.0,1.0,0.001332872522932074,iso05,MATR
MATR_b3c9,1037,1037,0,False,1.0732625727272764,1.0696274230769232,False,0.19326257272727632,False,1037.0,1.0732625727272764,1037.0,False,,False,1037.0,0.0037176979021014134,True,0.005632249559563171,0.0012511218820482738,0.0012464070670054942,rollover,1.0,1.0,0.0014927645658614518,iso05,MATR
MATR_b4c0,982,982,0,False,1.0431989351981388,1.0409811811188812,False,0.16319893519813866,False,856.0,1.0431989351981388,856.0,False,888.0,False,856.0,0.0028115944055977504,True,0.0033120352908612045,0.0011975033724536174,0.0012281461598742014,two_term_exponential,1.0,4.0,0.00048244750519258064,iso05,MATR
MATR_b4c1,861,861,0,False,1.0503915202797238,1.0487836174825174,False,0.1703915202797237,False,760.0,1.0503915202797238,760.0,False,782.0,False,760.0,0.0017437620046658608,True,0.0031496106400582414,0.0004980631503396875,0.0005032948743824218,two_term_exponential,1.0,5.0,0.0003127531413984075,iso05,MATR
MATR_b4c10,1082,1082,0,False,1.0653445797202834,1.0623960188811195,False,0.1853445797202833,False,872.0,1.0653445797202834,872.0,False,892.0,False,872.0,0.0036603368298397942,True,0.0065665573983355605,0.0011898799276586277,0.0011797989787979521,rollover,1.0,2.0,0.0011687074914085236,iso05,MATR
MATR_b4c11,930,930,0,False,1.0624336871794906,1.0597364818181818,False,0.1824336871794905,False,863.0,1.0624336871794906,863.0,False,885.0,False,863.0,0.003173011188814634,True,0.006721897731311904,0.001700561768061895,0.0016858998775196447,rollover,0.0,1.0,0.0021017178139312712,iso05,MATR
MATR_b4c12,898,898,0,False,1.0614887398601434,1.058254244755244,False,0.18148873986014324,False,818.0,1.0614887398601434,818.0,False,836.0,False,818.0,0.0036902930069973028,True,0.006357707730239012,0.001449546566795172,0.001439264481190053,rollover,0.0,1.0,0.0017686760488815525,iso05,MATR
MATR_b4c13,869,869,0,False,1.0700591214452249,1.0661404741258744,False,0.19005912144522474,False,771.0,1.0700591214452249,771.0,False,785.0,False,771.0,0.004846282750586184,True,0.0064811111854095015,0.0015610391669038447,0.001554263928419143,rollover,0.0,1.0,0.001915016001789753,iso05,MATR
MATR_b4c14,767,767,0,False,1.0639097081585116,1.060804648251748,False,0.1839097081585115,False,607.0,1.0639097081585116,607.0,False,624.0,False,607.0,0.003603484615388508,True,0.005724028108718889,0.0009401926083263276,0.0009393076874300861,rollover,1.0,2.0,0.0008032580313611132,iso05,MATR
MATR_b4c15,871,871,0,False,1.065459961538465,1.0620670734265738,False,0.1854599615384649,False,675.0,1.065459961538465,675.0,False,692.0,False,675.0,0.003865900233103403,True,0.00558650167165323,0.0011389754553424634,0.001136353120233545,rollover,1.0,1.0,0.0012189447899009476,iso05,MATR
MATR_b4c16,983,983,0,False,1.0595014342657378,1.0569953510489507,False,0.17950143426573772,False,909.0,1.0595014342657378,909.0,False,932.0,False,909.0,0.003037995104899105,True,0.006469876768230031,0.0010759098515780458,0.0010640323504618407,rollover,1.0,2.0,0.0010241702873559468,iso05,MATR
MATR_b4c17,930,930,0,False,1.0420506741258775,1.039900321678322,False,0.16205067412587737,False,828.0,1.0420506741258775,828.0,False,861.0,False,828.0,0.0024499829836861498,True,0.006584991415893078,0.0016991981605090694,0.00167714070766025,rollover,0.0,1.0,0.0020504554474385034,iso05,MATR
MATR_b4c18,1057,1057,0,False,1.0539252766899803,1.0511627727272728,False,0.17392527668998015,False,906.0,1.0539252766899803,906.0,False,932.0,False,906.0,0.0030276801864834724,True,0.0063985794067626936,0.0011926073489657656,0.0011757766129621358,rollover,0.0,1.0,0.0013440192714710777,iso05,MATR
MATR_b4c19,1111,1111,0,False,1.052456878554782,1.050356,False,0.17245687855478198,False,991.0,1.052456878554782,991.0,False,1019.0,False,991.0,0.0024644100233135458,True,0.0056457691104313664,0.0007184462751476646,0.0007077960795686197,rollover,0.0,1.0,0.0008173318242390118,iso05,MATR
MATR_b4c2,784,784,0,False,1.0551414538461572,1.0530369195804197,False,0.1751414538461571,False,742.0,1.0551414538461572,742.0,False,762.0,False,742.0,0.0024571475524510777,True,0.004546039675365708,0.0006596539895681191,0.0006613658588643761,two_term_exponential,0.0,2.0,0.0005531980217362146,iso05,MATR
MATR_b4c20,804,804,0,False,1.0465396209790245,1.0451952293706295,False,0.16653962097902442,False,747.0,1.0465396209790245,747.0,False,777.0,False,747.0,0.0014810575757608913,True,0.0044436914073436124,0.0005892500577836352,0.0005946933548676561,two_term_exponential,0.0,3.0,0.0003951955639967848,iso05,MATR
MATR_b4c21,903,903,0,False,1.0588875426573463,1.0555788748251749,False,0.1788875426573462,False,773.0,1.0588875426573463,773.0,False,793.0,False,773.0,0.004013665268068678,True,0.005951678505600051,0.0016454728843821687,0.0016389061196470719,rollover,0.0,1.0,0.0019473055225458075,iso05,MATR
MATR_b4c22,745,745,0,False,1.0530028200466235,1.050904304195804,False,0.17300282004662337,False,671.0,1.0530028200466235,671.0,False,686.0,False,671.0,0.0021631058275095594,True,0.007060705225042701,0.0011431665390889507,0.0011322935054651775,rollover,0.0,1.0,0.0014615863317161647,iso05,MATR
MATR_b4c23,1094,1094,0,False,1.0510903447552484,1.0485054608391606,False,0.1710903447552483,False,1038.0,1.0510903447552484,1038.0,False,1067.0,False,1038.0,0.0030473564102599937,True,0.0066361844381582005,0.0011535922771385555,0.0011398278689695497,rollover,1.0,1.0,0.0012513988888035914,iso05,MATR
MATR_b4c24,1115,1115,0,False,1.0482384519813555,1.0458418146853148,False,0.16823845198135534,False,988.0,1.0482384519813555,988.0,False,1015.0,False,988.0,0.002822114918418217,True,0.005685828960346906,0.0013159160910600598,0.001300400071260342,rollover,0.0,1.0,0.001435632432932164,iso05,MATR
MATR_b4c25,567,567,0,False,1.0380228752913787,1.0335345314685318,False,0.1580228752913786,False,453.0,1.0380228752913787,453.0,False,469.0,False,453.0,0.005185637296040602,True,0.0057084228487849714,0.0021582270841651392,0.0018886123140177602,rollover,0.0,1.0,0.0022558630203597806,iso05,MATR
MATR_b4c26,579,579,0,False,1.0399363034965068,1.036695497902098,False,0.15993630349650667,False,476.0,1.0399363034965068,476.0,False,490.0,False,476.0,0.0035372270396305527,True,0.006333804142164166,0.0010964714693339603,0.0008943760266057568,rollover,0.0,1.0,0.000975226751526571,iso05,MATR
MATR_b4c27,563,563,0,False,1.040699822610726,1.0370675300699301,False,0.1606998226107259,False,500.0,1.040699822610726,500.0,False,516.0,False,500.0,0.004057171794875192,True,0.00652403724316756,0.0017056887202849637,0.00143011090563221,rollover,0.0,1.0,0.0017469051860765136,iso05,MATR
MATR_b4c28,882,882,0,False,1.0677705811188847,1.0648732020979021,False,0.18777058111888456,False,828.0,1.0677705811188847,828.0,False,842.0,False,828.0,0.0032472461538495256,True,0.007226957869583219,0.0015935972405577916,0.0015790872176654623,rollover,0.0,1.0,0.0019228796666134204,iso05,MATR
MATR_b4c29,956,956,0,False,1.0679211440559477,1.0661259342657345,False,0.18792114405594762,False,887.0,1.0679211440559477,887.0,False,906.0,False,887.0,0.0019203792540825049,True,0.005583782427400236,0.0009402140968276228,0.0005466241250048321,rollover,0.0,1.0,0.000565951338152023,iso05,MATR
MATR_b4c3,911,911,0,False,1.0503911792540828,1.047303211188811,False,0.17039117925408265,False,776.0,1.0503911792540828,776.0,False,802.0,False,776.0,0.003944544522148208,True,0.004934076082768051,0.0012071296712241155,0.0010716764364271615,rollover,0.0,2.0,0.0012675796403205841,iso05,MATR
MATR_b4c30,719,719,0,False,1.0527116300699335,1.0496495146853149,False,0.1727116300699334,False,615.0,1.0527116300699335,615.0,False,637.0,False,615.0,0.003480945920749434,True,0.002821549158268611,0.0006302581490582911,0.0006647567860901395,two_term_exponential,0.0,2.0,0.000503458503474853,iso05,MATR
MATR_b4c31,832,832,0,False,1.0549789177156212,1.0520586062937067,False,0.17497891771562113,False,559.0,1.0549789177156212,559.0,False,572.0,False,559.0,0.003303796736599862,True,0.007270956928191654,0.0015196469940024963,0.0014919365450094554,rollover,0.0,1.0,0.0018427233744846483,iso05,MATR
MATR_b4c32,839,839,0,False,1.0581061755244792,1.054960655244755,False,0.17810617552447905,False,754.0,1.0581061755244792,754.0,False,772.0,False,754.0,0.0035979379953419155,True,0.006296569607399216,0.0014188770384132119,0.001412016113452114,rollover,0.0,1.0,0.0016403383522669108,iso05,MATR
MATR_b4c33,530,530,0,False,1.0669113020979055,1.0642750510489507,False,0.1869113020979054,False,505.0,1.0669113020979055,505.0,False,515.0,False,505.0,0.0028962447552487447,True,0.0069351342212165,0.0011448105946144976,0.001140120928156522,rollover,0.0,1.0,0.00148823135779714,iso05,MATR
MATR_b4c34,997,997,0,False,1.05235826620047,1.0504179951048953,False,0.1723582662004699,False,891.0,1.05235826620047,891.0,False,923.0,False,891.0,0.0024375335664368336,True,0.006220794302679714,0.0013392442096849342,0.0013109000664752381,rollover,0.0,1.0,0.0016649227095146505,iso05,MATR
MATR_b4c35,1131,1130,1,False,1.056639127505831,1.0540411398601397,False,0.176639127505831,False,1081.0,1.056639127505831,1081.0,False,1099.0,False,1081.0,0.0029066205128243094,True,0.006470513290156202,0.0014962775065224061,0.0014693239171989774,rollover,0.0,2.0,0.0016606297069613107,iso05,MATR
MATR_b4c36,713,713,0,False,1.0616686277389311,1.0592293293706292,False,0.181668627738931,False,599.0,1.0616686277389311,599.0,False,610.0,False,599.0,0.002683818181822062,True,0.00787828630730682,0.0015744926651212027,0.0014047621959219817,rollover,0.0,1.0,0.0016773231121406974,iso05,MATR
MATR_b4c37,1005,1005,0,False,1.0455237580419616,1.043350413986014,False,0.1655237580419615,False,863.0,1.0455237580419616,863.0,False,895.0,False,863.0,0.002662749650353291,True,0.006369322038523461,0.001455686045854855,0.0014325118111488816,rollover,0.0,1.0,0.0017955266839890516,iso05,MATR
MATR_b4c38,1230,1228,2,False,1.0606286228438264,1.0576380356643362,False,0.1806286228438263,False,1163.0,1.0606286228438264,1163.0,False,1209.0,False,1163.0,0.0032705072261101087,True,0.006706091188303748,0.0023957271965406287,0.001757197265191241,rollover,1.0,2.0,0.0016958546932177333,iso05,MATR
MATR_b4c39,761,761,0,False,1.0503610109557144,1.048786210489511,False,0.17036101095571432,False,738.0,1.0503610109557144,738.0,False,758.0,False,738.0,0.001856238228441276,True,0.005066767316246741,0.0008080454932280276,0.0008087225506416912,two_term_exponential,0.0,1.0,0.000914384585921285,iso05,MATR
MATR_b4c4,912,912,0,False,1.043819155477859,1.0407009482517482,False,0.16381915547785897,False,656.0,1.043819155477859,656.0,False,671.0,False,656.0,0.0036274692307729506,True,0.006752710622062153,0.0012244260726748221,0.001213998213611278,rollover,0.0,2.0,0.0010954693816518455,iso05,MATR
MATR_b4c40,1122,1120,2,False,1.0615463748251783,1.0587760999999998,False,0.18154637482517821,False,1087.0,1.0615463748251783,1087.0,False,1114.0,False,1087.0,0.0028605006993043247,True,0.006013188683157193,0.0008328250506282077,0.0008212787398172518,rollover,1.0,3.0,0.000750711198067401,iso05,MATR
MATR_b4c41,997,997,0,False,1.0598268030303066,1.056504441958042,False,0.17982680303030651,False,836.0,1.0598268030303066,836.0,False,855.0,False,836.0,0.0041475160839195,True,0.0061598197626331445,0.0010671465362130615,0.0010621183105333448,rollover,0.0,1.0,0.001229519986810019,iso05,MATR
MATR_b4c42,915,915,0,False,1.0536113097902133,1.0498088517482516,False,0.17361130979021322,False,774.0,1.0536113097902133,774.0,False,796.0,False,774.0,0.004643119347323088,True,0.005255094792285274,0.0015771697584813504,0.0015743896942836675,rollover,0.0,1.0,0.0018560776343816575,iso05,MATR
MATR_b4c43,951,951,0,False,1.0452423538461573,1.0417850251748255,False,0.16524235384615715,False,750.0,1.0452423538461573,750.0,False,776.0,False,750.0,0.004425621911425148,True,0.00416049583881414,0.000921714278330213,0.0009254240156105973,two_term_exponential,0.0,1.0,0.0009313401513735576,iso05,MATR
MATR_b4c44,1077,1077,0,False,1.0468874552447587,1.0442802209790212,False,0.16688745524475856,False,942.0,1.0468874552447587,942.0,False,971.0,False,942.0,0.0037300848484882465,True,0.00543450380752728,0.0010370302643256417,0.0010301177048101329,rollover,0.0,1.0,0.0009544463624338008,iso05,MATR
MATR_b4c5,1067,1067,0,False,1.0406355279720314,1.0371364944055947,False,0.1606355279720313,False,913.0,1.0406355279720314,913.0,False,946.0,False,913.0,0.004097148484851543,True,0.006285256209297054,0.0008732718817742688,0.0008612886907694819,rollover,1.0,1.0,0.0007193762728348844,iso05,MATR
MATR_b4c6,777,777,0,False,1.0389391170163205,1.0366549664335667,False,0.15893911701632035,False,706.0,1.0389391170163205,706.0,False,734.0,False,706.0,0.0027680034965065214,True,0.004547249188151209,0.0006711662625496334,0.0006689108293460838,rollover,0.0,1.0,0.0006281953172097975,iso05,MATR
MATR_b4c7,562,562,0,False,1.055836097435901,1.052066612587412,False,0.17583609743590078,False,529.0,1.055836097435901,529.0,False,540.0,False,529.0,0.0042773032634073616,True,0.007668534531733741,0.0016781572108380035,0.0014761220120464125,rollover,0.0,1.0,0.001512289494799876,iso05,MATR
MATR_b4c8,718,718,0,False,1.0525906289044324,1.0492364678321682,False,0.17259062890443233,False,677.0,1.0525906289044324,677.0,False,698.0,False,677.0,0.004089390209793375,True,0.0035040456187743637,0.0009887108442479262,0.0009980909933189333,two_term_exponential,0.0,1.0,0.0008630436493612554,iso05,MATR
MATR_b4c9,529,529,0,False,1.0619765706293742,1.0583291783216786,False,0.1819765706293741,False,442.0,1.0619765706293742,442.0,False,455.0,False,442.0,0.004051334265737561,True,0.006360651277566114,0.0014018694979686908,0.0013558974565608,rollover,1.0,2.0,0.0012552517032505455,iso05,MATR
MATR_b1c0,1850,1849,1,False,1.0767031853146891,1.070780724475524,False,0.196703185314689,False,1849.0,1.0767031853146891,1849.0,False,,False,1849.0,0.023997910023310087,False,0.006478406043339149,0.005312438679018049,0.004568589687296472,rollover,0.0,25.0,0.002788804798903039,iso10,MATR
MATR_b1c1,2158,2158,0,False,1.082415053379957,1.0761058349650348,False,0.2024150533799569,False,2158.0,1.082415053379957,2158.0,False,,False,2158.0,0.0063092184149222685,True,0.006167853183771377,0.001880229249898703,0.0018246387043820043,rollover,9.0,7.0,0.0014816934050293595,iso10,MATR
MATR_b1c10,904,904,0,False,1.0817832839160877,1.0759630258741262,False,0.20178328391608757,False,,1.0817832839160877,,False,,False,904.0,0.00683768694639042,True,0.0031283453933002325,0.0010930091045697333,0.0010981980426167778,two_term_exponential,0.0,3.0,0.0008739831644032777,iso10,MATR
MATR_b1c11,786,786,0,False,1.0602274261072295,1.0546187083916083,False,0.18022742610722942,False,786.0,1.0602274261072295,786.0,False,,False,786.0,0.006528015850819413,True,0.003014238373860222,0.0020823262142834085,0.001245609679209395,rollover,3.0,3.0,0.0010474709807809393,iso10,MATR
MATR_b1c12,900,900,0,False,1.0821912965035,1.077824060839161,False,0.20219129650349998,False,,1.0821912965035,,False,,False,900.0,0.005363379953383429,True,0.003072442319016216,0.0009644153155268261,0.0008926180301830758,rollover,2.0,3.0,0.0007113869259259437,iso10,MATR
MATR_b1c13,895,895,0,False,1.0845483827505866,1.0801282853146852,False,0.2045483827505865,False,,1.0845483827505866,,False,,False,895.0,0.005417631934735656,True,0.0038973943384713336,0.0010397891299835306,0.0010412690113000187,two_term_exponential,0.0,1.0,0.0011036220114528444,iso10,MATR
MATR_b1c14,878,878,0,False,1.0757307463869499,1.0710733531468528,False,0.19573074638694976,False,878.0,1.0757307463869499,878.0,False,,False,878.0,0.006565865501169554,True,0.0035775022817385537,0.00272155257064251,0.0015954573464578676,rollover,0.0,1.0,0.001567047014818831,iso10,MATR
MATR_b1c15,717,717,0,False,1.0672611046620082,1.0614584069930066,False,0.18726110466200807,False,717.0,1.0672611046620082,717.0,False,,False,717.0,0.007683305361309012,True,0.0037715469048138278,0.0024308579107549886,0.0014867217616815142,rollover,0.0,2.0,0.0014912863305174523,iso10,MATR
MATR_b1c16,860,860,0,False,1.0861273305361343,1.081395756643357,False,0.2061273305361342,False,860.0,1.0861273305361343,860.0,False,,False,860.0,0.006865880885784215,True,0.004563985571692804,0.0023107481377794437,0.0015021716885673868,rollover,0.0,1.0,0.0012876016797587723,iso10,MATR
MATR_b1c17,855,855,0,False,1.077031979254083,1.0723514405594405,False,0.1970319792540829,False,855.0,1.077031979254083,855.0,False,,False,855.0,0.00661925664336005,True,0.003361741066932507,0.0022446266693100926,0.0014604609287525102,rollover,6.0,2.0,0.0011893816496160931,iso10,MATR
MATR_b1c18,689,688,1,False,1.070131970396274,1.0661330188811189,False,0.19013197039627383,False,688.0,1.070131970396274,688.0,False,,False,688.0,0.003998951515155058,True,0.00811140200676133,0.002169012518375493,0.001215960529559051,rollover,1.0,1.0,0.0011647893785503905,iso10,MATR
MATR_b1c19,786,786,0,False,1.0891354750582787,1.0854258202797202,False,0.20913547505827856,False,786.0,1.0891354750582787,786.0,False,,False,786.0,0.0037096547785584466,True,0.004051762476833109,0.002659944234218817,0.001176408133877896,rollover,0.0,2.0,0.0013391369263752314,iso10,MATR
MATR_b1c2,2235,2235,0,False,1.0860130920745956,1.0808158895104898,False,0.2060130920745955,False,2235.0,1.0860130920745956,2235.0,False,,False,2235.0,0.03014882855477863,False,0.006279450574831675,0.002877902738789804,0.002871002249849341,rollover,0.0,6.0,0.002025717737464776,iso10,MATR
MATR_b1c20,532,532,0,False,1.0762344988345025,1.0729113167832167,False,0.1962344988345024,False,532.0,1.0762344988345025,532.0,False,,False,532.0,0.003323182051285789,True,0.00436037594638865,0.0017457360260753289,0.001689870540009715,rollover,0.0,2.0,0.0018916319076867684,iso10,MATR
MATR_b1c21,557,557,0,False,1.086218375291379,1.0827725083916084,False,0.20621837529137887,False,557.0,1.086218375291379,557.0,False,,False,557.0,0.0034458668997705555,True,0.006451376389044466,0.0015757923412588056,0.0015319421357306662,rollover,0.0,3.0,0.0015310362100581577,iso10,MATR
MATR_b1c22,889,889,0,False,1.0836297538461572,1.0796626181818183,False,0.2036297538461571,False,,1.0836297538461572,,False,,False,889.0,0.0042550440559474545,True,0.00269548814884713,0.0008457545464465347,0.0008610169093281331,two_term_exponential,0.0,1.0,0.0009274739939505106,iso10,MATR
MATR_b1c23,1012,1012,0,False,1.0831145179487216,1.0796933706293703,False,0.20311451794872148,False,1012.0,1.0831145179487216,1012.0,False,,False,1012.0,0.003696843123547122,True,0.0037705762181910996,0.0011656775714934979,0.0010471360455557744,rollover,0.0,1.0,0.0011813050953470594,iso10,MATR
MATR_b1c24,1015,1015,0,False,1.078371781585085,1.0747819678321677,False,0.19837178158508495,False,1015.0,1.078371781585085,1015.0,False,,False,1015.0,0.004109709090912794,True,0.0037387248997966496,0.0013479284990525215,0.001054300847100045,rollover,0.0,3.0,0.0010530213132667573,iso10,MATR
MATR_b1c25,852,852,0,False,1.0793122790209826,1.0755278615384611,False,0.19931227902098247,False,852.0,1.0793122790209826,852.0,False,,False,852.0,0.004211274825178801,True,0.002869749162552406,0.002141323359745248,0.0010075610549361686,rollover,0.0,3.0,0.0009497692705916159,iso10,MATR
MATR_b1c26,868,868,0,False,1.091463445454549,1.0879792692307695,False,0.21146344545454898,False,868.0,1.091463445454549,868.0,False,,False,868.0,0.003553378787882311,True,0.0034885789279912186,0.001503410319244795,0.0008531343355524939,rollover,6.0,4.0,0.0006827543321659205,iso10,MATR
MATR_b1c27,840,840,0,False,1.08276243636364,1.0793470111888113,False,0.20276243636363978,False,840.0,1.08276243636364,840.0,False,,False,840.0,0.0035799298368333066,True,0.003481984473845802,0.0012064634835926194,0.0007438391310051651,rollover,0.0,2.0,0.000672943428291275,iso10,MATR
MATR_b1c28,858,858,0,False,1.0811753869463905,1.0781334916083913,False,0.20117538694639037,False,858.0,1.0811753869463905,858.0,False,,False,858.0,0.0032806785547825346,True,0.0033392316712155946,0.0026527064922566134,0.0012209558824581089,rollover,0.0,2.0,0.0012562761104461943,iso10,MATR
MATR_b1c29,915,915,0,False,1.0832527911421947,1.0797808335664336,False,0.20325279114219463,False,915.0,1.0832527911421947,915.0,False,,False,915.0,0.003859194172497693,True,0.0037500862648891333,0.001953585024420946,0.0010262198788614275,rollover,0.0,2.0,0.0009111806550249819,iso10,MATR
MATR_b1c3,1432,1432,0,False,1.0849810657342693,1.0800317251748255,False,0.20498106573426922,False,1432.0,1.0849810657342693,1432.0,False,,False,1432.0,0.005979675524478756,True,0.004595302964441968,0.003469172006169641,0.0016571421709353092,rollover,4.0,4.0,0.0013217467904305758,iso10,MATR
MATR_b1c30,707,707,0,False,1.0838315762237798,1.080224300699301,False,0.20383157622377968,False,707.0,1.0838315762237798,707.0,False,,False,707.0,0.0036072755244787036,True,0.004532134273405536,0.0020730953460518366,0.0009077864785103569,rollover,0.0,1.0,0.0010164006056517007,iso10,MATR
MATR_b1c31,874,874,0,False,1.0983169682983722,1.09500627972028,False,0.2183169682983721,False,874.0,1.0983169682983722,874.0,False,874.0,False,874.0,0.003310688578092247,True,0.004307101382770755,0.002192530731071879,0.0009508014422504911,rollover,3.0,2.0,0.0008702395528468579,iso10,MATR
MATR_b1c32,729,729,0,False,1.0813510976690013,1.078123133566434,False,0.20135109766900117,False,729.0,1.0813510976690013,729.0,False,,False,729.0,0.003395782051285101,True,0.003547467171095022,0.002411617613759248,0.0011781559875515054,rollover,0.0,1.0,0.0013839600106581836,iso10,MATR
MATR_b1c33,755,755,0,False,1.0965167762237797,1.0928354300699297,False,0.21651677622377963,False,755.0,1.0965167762237797,755.0,False,755.0,False,755.0,0.0038153333333372785,True,0.003451721345645363,0.0019934474556733326,0.0009283316379142052,rollover,3.0,2.0,0.00087811488114427,iso10,MATR
MATR_b1c34,740,740,0,False,1.0804175680652717,1.0769782811188813,False,0.20041756806527156,False,740.0,1.0804175680652717,740.0,False,,False,740.0,0.0042933447552482296,True,0.00454539953577856,0.001849549224829374,0.0011955751394988033,rollover,1.0,1.0,0.001211048159782369,iso10,MATR
MATR_b1c35,701,701,0,False,1.0745774247086284,1.0711045055944053,False,0.19457742470862827,False,701.0,1.0745774247086284,701.0,False,,False,701.0,0.004569719347323309,True,0.0025241131776963114,0.0018996997066848917,0.0008636485513390728,rollover,0.0,1.0,0.0010225489732409447,iso10,MATR
MATR_b1c36,702,702,0,False,1.0819264717948753,1.078183753146853,False,0.20192647179487522,False,702.0,1.0819264717948753,702.0,False,,False,702.0,0.004104549417253134,True,0.0032835663186057684,0.002527587151025629,0.0010888640863701208,rollover,0.0,1.0,0.001199693017865477,iso10,MATR
MATR_b1c37,646,646,0,False,1.078749237529141,1.0751396951048953,False,0.19874923752914087,False,646.0,1.078749237529141,646.0,False,,False,646.0,0.004050552214455605,True,0.003277131625354617,0.002082471483497593,0.0009691206830234268,rollover,0.0,1.0,0.001161978500156747,iso10,MATR
MATR_b1c38,615,615,0,False,1.0764563393939428,1.0731666699300701,False,0.1964563393939427,False,615.0,1.0764563393939428,615.0,False,,False,615.0,0.003313591841495267,True,0.0036705997587580656,0.002279986131264336,0.0014907679222427642,rollover,0.0,1.0,0.001876244498800796,iso10,MATR
