cell_id,dataset,n_stored,n_kept,n_dropped_by_cleaning,too_short,q1,q1_first,q1_material_diff,denominator,excluded_by_guard,T,q1_k1,q1_k10,q1_k20,q1_k50,T_r2_rho0.70,guard_r2_rho0.70,T_r1_rho0.70,guard_r1_rho0.70,T_r2_rho0.75,guard_r2_rho0.75,T_r1_rho0.75,guard_r1_rho0.75,T_r2_rho0.80,guard_r2_rho0.80,T_r1_rho0.80,guard_r1_rho0.80,T_r2_rho0.85,guard_r2_rho0.85,T_r1_rho0.85,guard_r1_rho0.85,T_r2_rho0.90,guard_r2_rho0.90,T_r1_rho0.90,guard_r1_rho0.90,t1,T_from_record_end,fit_start,fit_end,monotone_violation_Ah,monotone_within_tol,rmse_power_law,rmse_two_term_exponential,rmse_rollover,best_family_in_sample,n_pos_k2.0_m2,n_neg_k2.0_m2,n_pos_k2.0_m3,n_neg_k2.0_m3,n_pos_k2.5_m2,n_neg_k2.5_m2,n_pos_k2.5_m3,n_neg_k2.5_m3,n_pos_k3.0_m2,n_neg_k3.0_m2,n_pos_k3.0_m3,n_neg_k3.0_m3,n_pos_k3.5_m2,n_neg_k3.5_m2,n_pos_k3.5_m3,n_neg_k3.5_m3,n_pos_k4.0_m2,n_neg_k4.0_m2,n_pos_k4.0_m3,n_neg_k4.0_m3,residual_scale_Ah
MATR_b1c8,MATR,877,877,0,False,1.0950940948717987,1.0903108944055948,False,0.21509409487179854,False,,1.0903108944055948,1.0943193487179523,1.0950940948717987,1.0954002172494208,,False,,False,,False,,False,,False,,False,,False,,False,840.0,False,856.0,False,20.0,False,20.0,877.0,0.005386692773895918,True,0.0032363736596093223,0.0009062481460643393,0.0008563217744528187,rollover,6.0,5.0,6.0,3.0,6.0,7.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0006885063044245149
MATR_b1c9,MATR,1052,1052,0,False,1.0876293834498871,1.0829975902097908,False,0.20762938344988702,False,1052.0,1.0829975902097908,1.0868354109557146,1.0876293834498871,1.088301979487183,,False,,False,,False,,False,1052.0,False,,False,995.0,False,1012.0,False,903.0,False,932.0,False,20.0,True,20.0,1052.0,0.005750127738930688,True,0.003839580326428718,0.0009015012826397589,0.0008306141539151954,rollover,3.0,7.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007905948484299048
MATR_b2c0,MATR,325,325,0,False,1.0730828268065304,1.0707877006993007,False,0.19308282680653033,False,299.0,1.0707877006993007,1.0730828268065304,1.0730828268065304,1.0730828268065304,,False,,False,325.0,False,,False,299.0,False,311.0,False,248.0,False,277.0,False,181.0,False,215.0,False,6.0,False,6.0,299.0,0.004716003962703885,True,0.001957406581155859,0.0018435622870217768,0.0018741211517915868,two_term_exponential,4.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0014340757688472048
MATR_b2c1,MATR,169,169,0,False,1.0729408174825175,1.0729408174825175,False,0.19294081748251735,False,147.0,1.0729408174825175,1.0729408174825175,1.0729408174825175,1.0729408174825175,,False,,False,169.0,False,,False,147.0,False,157.0,False,119.0,False,131.0,False,84.0,False,101.0,False,1.0,False,1.0,147.0,0.0,True,0.0012997434962058185,0.0009005349645223432,0.0009360552006265616,two_term_exponential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010529598279833924
MATR_b2c10,MATR,595,594,1,False,1.0738626494172532,1.069494112587413,False,0.19386264941725306,False,559.0,1.069494112587413,1.073235197202801,1.0738626494172532,1.0738626494172532,,False,,False,594.0,False,,False,559.0,False,575.0,False,508.0,False,534.0,False,421.0,False,470.0,False,19.0,False,19.0,559.0,0.004368536829840286,True,0.004307612692320535,0.0006794722588485898,0.0006811271868209216,two_term_exponential,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0006657400600294945
MATR_b2c11,MATR,504,503,1,False,1.0757885573426609,1.072076329370629,False,0.19578855734266076,False,475.0,1.072076329370629,1.0751612559440595,1.0757885573426609,1.075815914452218,,False,,False,503.0,False,,False,475.0,False,486.0,False,438.0,False,457.0,False,371.0,False,406.0,False,20.0,False,20.0,475.0,0.003739585081588892,True,0.0033869677667564702,0.0010074343100869546,0.0010489105993265566,two_term_exponential,0.0,2.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.000891892290510524
MATR_b2c12,MATR,490,489,1,False,1.074213560372964,1.0715449734265738,False,0.19421356037296378,False,456.0,1.0715449734265738,1.0741089538461575,1.074213560372964,1.074213560372964,,False,,False,489.0,False,,False,456.0,False,470.0,False,410.0,False,434.0,False,318.0,False,367.0,False,14.0,False,14.0,456.0,0.0026685869463900502,True,0.004207913151084833,0.0012611794945044405,0.001246882443147605,rollover,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001346276306967191
MATR_b2c13,MATR,519,519,0,False,1.0831339678321714,1.080748500699301,False,0.2031339678321713,False,482.0,1.080748500699301,1.0831127177156212,1.0831339678321714,1.0831339678321714,,False,,False,519.0,False,,False,482.0,False,493.0,False,442.0,False,454.0,False,383.0,False,407.0,False,15.0,False,15.0,482.0,0.005738246153846216,True,0.006317098694488603,0.0015229547887796243,0.0013169623081832524,rollover,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0007043097416276079
MATR_b2c14,MATR,508,508,0,False,1.0825336011655047,1.0785424734265736,False,0.20253360116550456,False,484.0,1.0785424734265736,1.0818218920745957,1.0825336011655047,1.082852773426577,,False,,False,508.0,False,,False,484.0,False,492.0,False,455.0,False,465.0,False,417.0,False,433.0,False,18.0,False,18.0,484.0,0.00431030000000332,True,0.004197856316475096,0.0011032794142140539,0.001106069238341171,two_term_exponential,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001434526782535623
MATR_b2c17,MATR,524,524,0,False,1.0746564020979057,1.067748309090909,False,0.19465640209790558,False,493.0,1.067748309090909,1.072393284615388,1.0746564020979057,1.0761996307692343,,False,,False,524.0,False,,False,493.0,False,508.0,False,460.0,False,476.0,False,415.0,False,442.0,False,19.0,False,19.0,493.0,0.0169814505827508,False,0.004930776505290604,0.002362189158121367,0.0023505741677896817,rollover,1.0,5.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0015702047641356015
MATR_b2c18,MATR,522,522,0,False,1.067379839393943,1.0641967489510487,False,0.18737983939394298,False,486.0,1.0641967489510487,1.0665763738927774,1.067379839393943,1.067379839393943,,False,,False,522.0,False,,False,486.0,False,505.0,False,446.0,False,468.0,False,374.0,False,425.0,False,18.0,False,18.0,486.0,0.003183090442894443,True,0.005819109568739787,0.0010971176100527905,0.0010812520284365845,rollover,1.0,4.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010580144116233152
MATR_b2c19,MATR,488,488,0,False,1.049446110489514,1.0480099615384617,False,0.16944611048951397,False,461.0,1.0480099615384617,1.049446110489514,1.049446110489514,1.049446110489514,,False,,False,488.0,False,,False,461.0,False,482.0,False,420.0,False,454.0,False,296.0,False,411.0,False,6.0,False,6.0,461.0,0.001436148951052374,True,0.0065246023709133495,0.0006810759152856599,0.0005149076458260178,rollover,0.0,4.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.00037491261830801035
MATR_b2c2,MATR,463,463,0,False,1.0788818755244791,1.0742747895104898,False,0.198881875524479,False,437.0,1.0742747895104898,1.0777519118881154,1.0788818755244791,1.0796153377622413,,False,,False,463.0,False,,False,437.0,False,447.0,False,411.0,False,422.0,False,372.0,False,392.0,False,20.0,False,20.0,437.0,0.0053405482517514535,True,0.004812850402202562,0.0013866646936823545,0.001390923702158143,two_term_exponential,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001661362309891734
MATR_b2c20,MATR,530,529,1,False,1.0888189480186514,1.083628142657343,False,0.2088189480186513,False,500.0,1.083628142657343,1.087345621445225,1.0888189480186514,1.0891970228438266,,False,,False,529.0,False,,False,500.0,False,507.0,False,466.0,False,474.0,False,420.0,False,434.0,False,19.0,False,19.0,500.0,0.005568880186483494,True,0.003188597553750378,0.0007326837656804662,0.0007126283860850155,rollover,1.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006876998445414411
MATR_b2c21,MATR,519,519,0,False,1.0818682671328708,1.077331827972028,False,0.20186826713287065,False,488.0,1.077331827972028,1.0809681018648054,1.0818682671328708,1.0818682671328708,,False,,False,519.0,False,,False,488.0,False,498.0,False,456.0,False,468.0,False,400.0,False,426.0,False,18.0,False,18.0,488.0,0.004536439160842676,True,0.004672559606034795,0.0010316404719356606,0.0010457177388337375,two_term_exponential,0.0,3.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011433467940692994
MATR_b2c22,MATR,539,538,1,False,1.0848692850815889,1.0802457251748252,False,0.20486928508158875,False,511.0,1.0802457251748252,1.083939211421915,1.0848692850815889,1.0852928107226143,,False,,False,538.0,False,,False,511.0,False,519.0,False,478.0,False,489.0,False,436.0,False,452.0,False,20.0,False,20.0,511.0,0.005047085547789099,True,0.004542593528991431,0.0011373965453629021,0.0011208063108158438,rollover,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013500435158641888
MATR_b2c23,MATR,561,561,0,False,1.0779876869463905,1.0752028188811187,False,0.19798768694639035,False,526.0,1.0752028188811187,1.0778844972028008,1.0779876869463905,1.0779876869463905,,False,,False,561.0,False,,False,526.0,False,539.0,False,487.0,False,502.0,False,436.0,False,461.0,False,13.0,False,13.0,526.0,0.002784868065271784,True,0.004933858449141275,0.0011013388440358706,0.000649672377908262,rollover,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0006153989892714872
MATR_b2c24,MATR,523,523,0,False,1.0724225086247121,1.0682985706293702,False,0.192422508624712,False,494.0,1.0682985706293702,1.0712686645687681,1.0724225086247121,1.0732748009324045,,False,,False,523.0,False,,False,494.0,False,509.0,False,462.0,False,478.0,False,422.0,False,446.0,False,20.0,False,20.0,494.0,0.00497623030303429,True,0.004081126218582767,0.0013459307814988014,0.0013028845936826842,rollover,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014914114987769234
MATR_b2c25,MATR,486,486,0,False,1.071927690442894,1.0677823664335664,False,0.19192769044289393,False,460.0,1.0677823664335664,1.0711493491841528,1.071927690442894,1.0719517778554815,,False,,False,486.0,False,,False,460.0,False,473.0,False,430.0,False,445.0,False,380.0,False,411.0,False,19.0,False,19.0,460.0,0.00416941142191507,True,0.00504076595762648,0.001170192425498373,0.0011694599624762587,rollover,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012802113797582306
MATR_b2c26,MATR,497,497,0,False,1.0821731620046655,1.0774440650349655,False,0.2021731620046654,False,470.0,1.0774440650349655,1.0815187146853185,1.0821731620046655,1.082413339393943,,False,,False,497.0,False,,False,470.0,False,479.0,False,438.0,False,450.0,False,387.0,False,410.0,False,19.0,False,19.0,470.0,0.004969274358977538,True,0.004558008627691963,0.0010772261312273542,0.0010905466377104725,two_term_exponential,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0010926637833649974
MATR_b2c27,MATR,494,494,0,False,1.071101937529141,1.0663392650349655,False,0.19110193752914095,False,467.0,1.0663392650349655,1.0700059370629407,1.071101937529141,1.0716433438228474,,False,,False,494.0,False,,False,467.0,False,481.0,False,436.0,False,452.0,False,392.0,False,420.0,False,18.0,False,18.0,467.0,0.005304078787881972,True,0.0040544939124439495,0.0011498825593212268,0.0011510385021105897,two_term_exponential,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015096965920143703
MATR_b2c28,MATR,540,539,1,False,1.0771009006993044,1.0721546853146853,False,0.1971009006993043,False,509.0,1.0721546853146853,1.0759561391608428,1.0771009006993044,1.0776069930069967,,False,,False,539.0,False,,False,509.0,False,522.0,False,476.0,False,490.0,False,434.0,False,457.0,False,20.0,False,20.0,509.0,0.005612359440563042,True,0.0033045350455705017,0.0014479584200402277,0.0014057661578703183,rollover,1.0,5.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011953376526062506
MATR_b2c29,MATR,521,521,0,False,1.0777096389277425,1.0729747923076924,False,0.1977096389277424,False,497.0,1.0729747923076924,1.076288208624712,1.0777096389277425,1.0789160764568801,,False,,False,521.0,False,,False,497.0,False,507.0,False,468.0,False,480.0,False,435.0,False,451.0,False,20.0,False,20.0,497.0,0.006356320279720107,True,0.004214462764420823,0.0015874038229657828,0.0014631698272174697,rollover,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001322529062516842
MATR_b2c3,MATR,360,360,0,False,1.0686717219114255,1.0671495125874124,False,0.18867172191142534,False,334.0,1.0671495125874124,1.0686717219114255,1.0686717219114255,1.0686717219114255,,False,,False,360.0,False,,False,334.0,False,347.0,False,286.0,False,314.0,False,205.0,False,246.0,False,6.0,False,6.0,334.0,0.00816231170163173,True,0.0025583100639407583,0.0025737020136653308,0.002631180008786994,power_law,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0009461207783927337
MATR_b2c30,MATR,506,506,0,False,1.0723456801864837,1.0675460265734271,False,0.19234568018648357,False,480.0,1.0675460265734271,1.071207021445225,1.0723456801864837,1.0730635340326375,,False,,False,506.0,False,,False,480.0,False,493.0,False,450.0,False,465.0,False,408.0,False,434.0,False,20.0,False,20.0,480.0,0.0055175074592104245,True,0.0043320439608195895,0.001209044387734063,0.0012117168586105937,two_term_exponential,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013889651118823717
MATR_b2c31,MATR,518,518,0,False,1.0792844965035,1.0737227027972032,False,0.19928449650349989,False,491.0,1.0737227027972032,1.07840974638695,1.0792844965035,1.0799908389277426,,False,,False,518.0,False,,False,491.0,False,502.0,False,461.0,False,473.0,False,421.0,False,440.0,False,20.0,False,20.0,491.0,0.006271311655015044,True,0.002865542066555114,0.0010265344185306632,0.0008304538881387124,rollover,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010809546122146807
MATR_b2c32,MATR,543,543,0,False,1.079654732400936,1.0746993209790203,False,0.1996547324009359,False,518.0,1.0746993209790203,1.0784244186480223,1.079654732400936,1.0805932627039665,,False,,False,543.0,False,,False,518.0,False,528.0,False,487.0,False,499.0,False,450.0,False,467.0,False,17.0,False,17.0,518.0,0.0064120058275058955,True,0.003867180557058346,0.0019334392696376877,0.0018911377667404539,rollover,5.0,5.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,2.0,0.001332541780484459
MATR_b2c33,MATR,545,545,0,False,1.0845473414918452,1.079420895104895,False,0.20454734149184506,False,519.0,1.079420895104895,1.083320899533803,1.0845473414918452,1.0851767004662043,,False,,False,545.0,False,,False,519.0,False,528.0,False,489.0,False,498.0,False,455.0,False,467.0,False,19.0,False,19.0,519.0,0.005891096503500393,True,0.004005258510641661,0.0016468482864545233,0.0011644482322565198,rollover,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014015670168599382
MATR_b2c34,MATR,525,525,0,False,1.0747136470862508,1.0690936825174826,False,0.19471364708625072,False,498.0,1.0690936825174826,1.0734785498834536,1.0747136470862508,1.0754970641025676,,False,,False,525.0,False,,False,498.0,False,511.0,False,469.0,False,483.0,False,436.0,False,454.0,False,17.0,False,17.0,498.0,0.006403381585085022,True,0.004515516198029027,0.0014813652652912001,0.001243716736864707,rollover,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013745043116786533
MATR_b2c35,MATR,485,485,0,False,1.0738122151515188,1.0688808804195808,False,0.1938122151515187,False,462.0,1.0688808804195808,1.0726334675990712,1.0738122151515188,1.0743904906759942,,False,,False,485.0,False,,False,462.0,False,473.0,False,436.0,False,448.0,False,396.0,False,420.0,False,17.0,False,17.0,462.0,0.005509610256413389,True,0.005034561834732487,0.0013429707554380645,0.0013398437498098718,rollover,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016404804375442052
MATR_b2c36,MATR,559,559,0,False,1.0851975307692343,1.0794738041958039,False,0.2051975307692342,False,533.0,1.0794738041958039,1.0835697456876492,1.0851975307692343,1.0859382407925444,,False,,False,559.0,False,,False,533.0,False,542.0,False,502.0,False,512.0,False,463.0,False,478.0,False,20.0,False,20.0,533.0,0.006464436596740564,True,0.0030568366042598126,0.0011648562383520355,0.0009613205675410755,rollover,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001124072737106209
MATR_b2c37,MATR,501,500,1,False,1.080121601398605,1.0752312699300703,False,0.2001216013986049,False,477.0,1.0752312699300703,1.0788164710955748,1.080121601398605,1.0813604958041994,,False,,False,500.0,False,,False,477.0,False,486.0,False,449.0,False,460.0,False,417.0,False,431.0,False,20.0,False,20.0,477.0,0.006378324242427347,True,0.003795612026138676,0.001408731666085496,0.0011023489241020613,rollover,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015279474472191703
MATR_b2c38,MATR,486,486,0,False,1.0748100869463906,1.0701755720279718,False,0.19481008694639046,False,464.0,1.0701755720279718,1.073865358508162,1.0748100869463906,1.07559465641026,,False,,False,486.0,False,,False,464.0,False,474.0,False,439.0,False,451.0,False,406.0,False,425.0,False,20.0,False,20.0,464.0,0.005436212121215922,True,0.004309810989356693,0.0010913482240318985,0.001094944234513675,two_term_exponential,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0011878402842192242
MATR_b2c39,MATR,479,479,0,False,1.0855229659673693,1.0786252020979024,False,0.2055229659673692,False,458.0,1.0786252020979024,1.084287287412591,1.0855229659673693,1.086671088111892,,False,,False,479.0,False,,False,458.0,False,465.0,False,433.0,False,442.0,False,405.0,False,416.0,False,20.0,False,20.0,458.0,0.008136111421914727,True,0.004441095347986899,0.0012651052434133922,0.0012425839485190337,rollover,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014321140885429852
MATR_b2c4,MATR,470,469,1,False,1.0755664009324044,1.0733526783216787,False,0.1955664009324043,False,442.0,1.0733526783216787,1.0753534703962742,1.0755664009324044,1.0755664009324044,,False,,False,469.0,False,,False,442.0,False,452.0,False,405.0,False,422.0,False,337.0,False,372.0,False,15.0,False,15.0,442.0,0.0022137226107257213,True,0.004737842193246685,0.0010419189856748785,0.001043075746639982,two_term_exponential,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010677980877028404
MATR_b2c40,MATR,529,529,0,False,1.082547878321682,1.077379832167832,False,0.20254787832168186,False,498.0,1.077379832167832,1.081548692307696,1.082547878321682,1.082824615617719,,False,,False,529.0,False,,False,498.0,False,509.0,False,463.0,False,476.0,False,413.0,False,436.0,False,19.0,False,19.0,498.0,0.006615624941725073,True,0.004221452554999091,0.001675098180225459,0.0016825620124482,two_term_exponential,0.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0012760292814271341
MATR_b2c41,MATR,451,451,0,False,1.0747969599067635,1.0689927559440555,False,0.19479695990676338,False,428.0,1.0689927559440555,1.0734287923076957,1.0747969599067635,1.0757703948717987,,False,,False,451.0,False,,False,428.0,False,439.0,False,403.0,False,415.0,False,368.0,False,388.0,False,20.0,False,20.0,428.0,0.00677763892774319,True,0.003330512762068905,0.0009943933862386547,0.0009948303409352682,two_term_exponential,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010928095006981443
MATR_b2c42,MATR,491,490,1,False,1.0832161708624746,1.0786826468531463,False,0.20321617086247445,False,464.0,1.0786826468531463,1.0820539806526843,1.0832161708624746,1.083984744289048,,False,,False,490.0,False,,False,464.0,False,472.0,False,433.0,False,443.0,False,399.0,False,412.0,False,20.0,False,20.0,464.0,0.005302097435901709,True,0.003048352900469554,0.0015970136519108593,0.001356879083238831,rollover,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016669472252206713
MATR_b2c43,MATR,486,486,0,False,1.0798463748251783,1.0741042118881121,False,0.1998463748251782,False,461.0,1.0741042118881121,1.0785008310023347,1.0798463748251783,1.080494568298372,,False,,False,486.0,False,,False,461.0,False,471.0,False,430.0,False,443.0,False,395.0,False,411.0,False,19.0,False,19.0,461.0,0.0063903564102598676,True,0.0031705703530822667,0.0012963977083574737,0.0012259801740734327,rollover,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001307230352320039
MATR_b2c44,MATR,478,477,1,False,1.0762321946386981,1.0713530839160834,False,0.196232194638698,False,455.0,1.0713530839160834,1.074822305361309,1.0762321946386981,1.0770742969697005,,False,,False,477.0,False,,False,455.0,False,465.0,False,428.0,False,440.0,False,396.0,False,412.0,False,20.0,False,20.0,455.0,0.005748041724945807,True,0.003658717830449123,0.0013471385058434785,0.0011632571148841556,rollover,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014933967274268138
MATR_b2c45,MATR,513,513,0,False,1.0751993039627077,1.0708407342657347,False,0.19519930396270757,False,485.0,1.0708407342657347,1.074218444522148,1.0751993039627077,1.0754491100233134,,False,,False,513.0,False,,False,485.0,False,498.0,False,456.0,False,469.0,False,414.0,False,437.0,False,18.0,False,18.0,485.0,0.004608375757578775,True,0.004280200262236762,0.001070023037545313,0.001069633997461499,rollover,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012628459151616581
MATR_b2c46,MATR,448,448,0,False,1.0787512836829871,1.0730945363636368,False,0.198751283682987,False,429.0,1.0730945363636368,1.0775489962704,1.0787512836829871,1.0797611468531505,,False,,False,448.0,False,,False,429.0,False,437.0,False,407.0,False,417.0,False,380.0,False,393.0,False,20.0,False,20.0,429.0,0.006812108391611726,True,0.00490055490893057,0.0009993464178944084,0.000993154245628234,rollover,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001149435231258679
MATR_b2c47,MATR,744,744,0,False,1.0501250871794907,1.0425019706293706,False,0.1701250871794906,False,712.0,1.0425019706293706,1.0489376412587448,1.0501250871794907,1.0502012293706329,,False,,False,744.0,False,,False,712.0,False,741.0,False,653.0,False,706.0,False,519.0,False,648.0,False,20.0,False,20.0,712.0,0.007699258741262316,True,0.005103555765696324,0.0009594386209890017,0.0009465427136892409,rollover,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0010215250123474064
MATR_b2c5,MATR,506,506,0,False,1.0724442988345024,1.0683388587412592,False,0.19244429883450231,False,479.0,1.0683388587412592,1.0714647501165537,1.0724442988345024,1.0729110083916118,,False,,False,506.0,False,,False,479.0,False,492.0,False,448.0,False,463.0,False,406.0,False,430.0,False,20.0,False,20.0,479.0,0.004572149650352575,True,0.003961276758332196,0.001133150194415877,0.0011202589832378746,rollover,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014456120842529462
MATR_b2c6,MATR,544,543,1,False,1.0724161662004696,1.0691654622377624,False,0.19241616620046953,False,509.0,1.0691654622377624,1.072412677389281,1.0724161662004696,1.0724161662004696,,False,,False,543.0,False,,False,509.0,False,527.0,False,433.0,False,475.0,False,290.0,False,373.0,False,11.0,False,11.0,509.0,0.003250703962707213,True,0.0040409932891004915,0.001168529994062259,0.0010862659866617958,rollover,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0010101207627928723
