dataset,sign,start,end,extremum,amplitude,duration,cell_id
HUST,1,2651,2652,2652,0.00452214148296068,2,HUST_3-5
HUST,1,2656,2657,2657,0.004417257245636062,2,HUST_3-5
HUST,1,90,92,92,0.0026812228883533306,3,HUST_3-6
HUST,1,93,94,94,0.0024749318239436643,2,HUST_3-8
HUST,-1,353,354,353,-0.0024417770116984343,2,HUST_3-8
HUST,1,34,35,35,0.0017294652196062391,2,HUST_4-2
HUST,1,65,69,69,0.001912900798562051,5,HUST_4-2
HUST,1,73,75,73,0.00220495295449178,3,HUST_4-2
HUST,1,29,30,30,0.0020150561476392375,2,HUST_4-3
HUST,1,41,44,44,0.0016569396177228697,4,HUST_4-4
HUST,-1,125,126,125,-0.0015975027444464723,2,HUST_4-4
HUST,-1,133,136,133,-0.0017472199463158475,4,HUST_4-4
HUST,-1,141,145,141,-0.0017843938679772138,5,HUST_4-4
HUST,-1,148,154,148,-0.0018832046145857127,7,HUST_4-4
HUST,-1,174,181,174,-0.0019279281177766799,8,HUST_4-4
HUST,-1,202,208,202,-0.0019035423176566489,7,HUST_4-4
HUST,-1,213,217,213,-0.0017638009559345746,5,HUST_4-4
HUST,-1,223,226,223,-0.0016992253518678842,4,HUST_4-4
HUST,-1,111,113,111,-0.0014271878096857693,3,HUST_4-5
HUST,-1,118,121,118,-0.0014861366338056647,4,HUST_4-5
HUST,-1,124,129,124,-0.0016712612496023647,6,HUST_4-5
HUST,-1,132,137,132,-0.0016726365312600918,6,HUST_4-5
HUST,-1,195,201,195,-0.0017621874668966755,7,HUST_4-5
HUST,-1,205,210,205,-0.0016240240165112598,6,HUST_4-5
HUST,-1,213,217,213,-0.0016202126869602576,5,HUST_4-5
HUST,-1,223,226,223,-0.001492738514850139,4,HUST_4-5
HUST,1,32,34,34,0.0016543888090555711,3,HUST_4-6
HUST,-1,113,114,113,-0.0015463161592323721,2,HUST_4-6
HUST,-1,125,127,125,-0.0017401489947843048,3,HUST_4-6
HUST,-1,133,135,133,-0.001692412775049229,3,HUST_4-6
HUST,-1,140,142,140,-0.001683272102357236,3,HUST_4-6
HUST,-1,146,149,146,-0.00179328378886188,4,HUST_4-6
HUST,-1,152,156,152,-0.001851069696040856,5,HUST_4-6
HUST,-1,160,163,160,-0.0017655516584506078,4,HUST_4-6
HUST,-1,167,170,167,-0.0017983960221333627,4,HUST_4-6
HUST,-1,173,177,173,-0.0018555712876171303,5,HUST_4-6
HUST,-1,180,184,180,-0.0018770768907999038,5,HUST_4-6
HUST,-1,188,191,188,-0.0017816442580765634,4,HUST_4-6
HUST,-1,197,198,197,-0.0016102231703955287,2,HUST_4-6
HUST,-1,1366,1367,1367,-0.001850565491489377,2,HUST_4-6
HUST,1,1,7,1,0.008553221863183726,7,HUST_5-1
HUST,-1,20,29,20,-0.005722755827750424,10,HUST_5-2
HUST,1,51,55,55,0.0024374450487661924,5,HUST_5-2
HUST,1,75,76,76,0.0021711756396795012,2,HUST_5-2
HUST,1,1,2,1,0.006357895922237033,2,HUST_5-4
HUST,1,84,88,88,0.0017729672324724591,5,HUST_5-5
HUST,1,91,95,95,0.0017778581437335448,5,HUST_5-5
HUST,1,42,43,43,0.0016611052859548457,2,HUST_6-2
HUST,1,105,108,108,0.0013952987917493689,4,HUST_6-2
HUST,-1,108,109,108,-0.0012871614903382797,2,HUST_6-4
HUST,-1,113,117,113,-0.001521556427670214,5,HUST_6-4
HUST,-1,119,127,119,-0.0017294201516740149,9,HUST_6-4
HUST,-1,246,253,246,-0.0017120700521801916,8,HUST_6-4
HUST,-1,256,261,256,-0.0016115563143127936,6,HUST_6-4
HUST,-1,268,271,268,-0.0014035127646454064,4,HUST_6-4
HUST,1,34,35,34,0.0012850938763828176,2,HUST_6-5
HUST,-1,86,87,86,-0.0011449860754646894,2,HUST_6-5
HUST,-1,91,97,91,-0.0014265564874401913,7,HUST_6-5
HUST,-1,101,106,101,-0.0014027552125634368,6,HUST_6-5
HUST,-1,202,208,202,-0.0014368048802181716,7,HUST_6-5
HUST,-1,210,212,211,-0.0014499686405727704,3,HUST_6-5
HUST,-1,218,221,218,-0.0012829680137625592,4,HUST_6-5
HUST,1,118,122,122,0.002236044860315042,5,HUST_6-6
HUST,1,128,129,129,0.002092046834608349,2,HUST_6-6
HUST,-1,395,396,395,-0.002046680734172864,2,HUST_6-6
HUST,1,73,74,74,0.0024193651619990727,2,HUST_6-8
HUST,-1,214,216,214,-0.0024271047948279736,3,HUST_6-8
HUST,-1,222,223,222,-0.0024231345586341684,2,HUST_6-8
HUST,-1,229,231,229,-0.002493434000550844,3,HUST_6-8
HUST,-1,236,239,236,-0.0025542429534096273,4,HUST_6-8
HUST,-1,242,247,242,-0.002674544510299325,6,HUST_6-8
HUST,-1,251,256,251,-0.0026162943343256365,6,HUST_6-8
HUST,-1,294,295,294,-0.002403648989811766,2,HUST_6-8
HUST,-1,301,303,301,-0.0024705924093387827,3,HUST_6-8
HUST,-1,310,311,310,-0.0023996039267011925,2,HUST_6-8
HUST,-1,317,318,317,-0.002445606552023575,2,HUST_6-8
HUST,-1,322,326,322,-0.0026500474884597544,5,HUST_6-8
HUST,-1,332,334,332,-0.0025057678931615455,3,HUST_6-8
HUST,-1,348,350,348,-0.0024586313614695845,3,HUST_6-8
HUST,-1,356,358,356,-0.0024497093858620125,3,HUST_6-8
HUST,-1,365,366,365,-0.0023738778773741325,2,HUST_6-8
HUST,-1,372,373,372,-0.0024089111218912715,2,HUST_6-8
HUST,1,31,33,33,0.002079251512211675,3,HUST_7-1
HUST,1,81,82,82,0.00255034905368521,2,HUST_7-2
HUST,1,1287,1295,1294,0.003625200059490576,9,HUST_7-3
HUST,1,19,20,20,0.002570934228722101,2,HUST_7-4
HUST,-1,170,171,170,-0.001330428550887582,2,HUST_7-5
HUST,-1,178,179,178,-0.0013573040632276585,2,HUST_7-5
HUST,-1,184,188,184,-0.001526813305567893,5,HUST_7-5
HUST,-1,192,195,192,-0.0014805723940583778,4,HUST_7-5
HUST,-1,200,204,200,-0.001470272055918655,5,HUST_7-5
HUST,-1,243,244,243,-0.001302872636603193,2,HUST_7-5
HUST,-1,257,260,260,-0.0017500210646538054,4,HUST_7-5
HUST,-1,263,267,263,-0.0015455810835825227,5,HUST_7-5
HUST,-1,280,282,280,-0.0014251812414226939,3,HUST_7-5
HUST,-1,286,290,286,-0.00159887988515576,5,HUST_7-5
HUST,-1,296,299,296,-0.0014462838057965235,4,HUST_7-5
HUST,-1,302,305,302,-0.0015067822468022361,4,HUST_7-5
HUST,-1,310,313,310,-0.0014722839410182054,4,HUST_7-5
HUST,-1,325,328,325,-0.001510831796836337,4,HUST_7-5
HUST,-1,335,336,335,-0.0013196800016452772,2,HUST_7-5
HUST,-1,343,344,343,-0.0013183240133433061,2,HUST_7-5
HUST,-1,349,351,349,-0.0013940403812463884,3,HUST_7-5
HUST,-1,366,367,366,-0.0012943131986716363,2,HUST_7-5
HUST,1,42,45,45,0.0016386424794071614,4,HUST_7-6
HUST,-1,123,124,123,-0.0014748675664561814,2,HUST_7-6
HUST,-1,139,141,139,-0.0015980091958522047,3,HUST_7-6
HUST,-1,146,150,146,-0.001705658317741141,5,HUST_7-6
HUST,-1,155,159,155,-0.0017353778061193206,5,HUST_7-6
HUST,-1,162,167,162,-0.0018544494865691795,6,HUST_7-6
HUST,-1,171,177,171,-0.001836021292539641,7,HUST_7-6
HUST,-1,182,186,182,-0.0017634012097215756,5,HUST_7-6
HUST,-1,193,196,193,-0.0016314859701364558,4,HUST_7-6
HUST,-1,202,204,202,-0.0015942254008266838,3,HUST_7-6
HUST,-1,211,212,211,-0.0015865405020088841,2,HUST_7-6
HUST,1,51,52,52,0.0014700087614262576,2,HUST_7-7
HUST,-1,125,127,125,-0.0014408504516740864,3,HUST_7-7
HUST,-1,135,137,135,-0.001464761890206515,3,HUST_7-7
HUST,-1,142,147,142,-0.0016260526484031027,6,HUST_7-7
HUST,-1,150,157,150,-0.001743219491661575,8,HUST_7-7
HUST,-1,201,208,201,-0.0017438453434674899,8,HUST_7-7
HUST,-1,212,217,212,-0.001682535259794328,6,HUST_7-7
HUST,-1,221,228,221,-0.001714392457980422,8,HUST_7-7
HUST,1,66,71,71,0.002532869959914892,6,HUST_7-8
HUST,1,75,80,80,0.002481451898288926,6,HUST_7-8
HUST,1,26,29,29,0.0017811935497009982,4,HUST_8-1
HUST,-1,122,123,122,-0.0016243689752058175,2,HUST_8-1
HUST,-1,130,132,130,-0.0016626482067714837,3,HUST_8-1
HUST,-1,146,149,146,-0.001767829095190349,4,HUST_8-1
HUST,-1,154,158,154,-0.0018033674399440544,5,HUST_8-1
HUST,-1,164,166,164,-0.001710511029652411,3,HUST_8-1
HUST,-1,172,175,172,-0.0017584358601956957,4,HUST_8-1
HUST,-1,180,183,180,-0.0018051069584296264,4,HUST_8-1
HUST,-1,189,192,189,-0.0017424677465681187,4,HUST_8-1
HUST,1,1,7,1,0.00602618227788592,7,HUST_8-2
HUST,1,9,10,10,0.0030931517323620765,2,HUST_8-2
HUST,1,24,26,26,0.0023493391027337314,3,HUST_8-3
HUST,-1,342,343,342,-0.001988995939682645,2,HUST_8-3
HUST,1,1,4,1,0.005288039795914494,4,HUST_8-7
HUST,-1,20,22,20,-0.002895354984262801,3,HUST_8-8
HUST,1,42,43,43,0.0020818502404350175,2,HUST_8-8
HUST,1,46,51,49,0.0025657766897773915,6,HUST_8-8
HUST,1,71,72,72,0.002073617031783428,2,HUST_8-8
HUST,1,61,66,64,0.0037382378050339945,6,HUST_9-1
HUST,1,70,72,72,0.0033920718083002344,3,HUST_9-1
HUST,1,24,25,25,0.0024599231451188893,2,HUST_9-2
HUST,1,85,86,86,0.002229806246708469,2,HUST_9-2
HUST,1,72,73,73,0.0025865660417470357,2,HUST_9-3
HUST,1,26,27,27,0.0025039656472240174,2,HUST_9-4
HUST,1,97,98,98,0.002109504322305046,2,HUST_9-5
HUST,-1,318,319,318,-0.0020888668017234155,2,HUST_9-5
HUST,-1,335,336,335,-0.002092323864690713,2,HUST_9-5
HUST,-1,344,345,344,-0.0020817634958711717,2,HUST_9-5
HUST,-1,360,361,360,-0.0021136145026934205,2,HUST_9-5
HUST,-1,195,196,195,-0.0019835682278620133,2,HUST_9-6
HUST,-1,201,202,201,-0.0020263746545526396,2,HUST_9-6
HUST,-1,207,208,207,-0.0019847523652794406,2,HUST_9-6
HUST,-1,213,214,213,-0.0020192511659350328,2,HUST_9-6
HUST,-1,219,220,219,-0.0020152873507763343,2,HUST_9-6
HUST,-1,225,226,225,-0.001999610363636704,2,HUST_9-6
HUST,-1,231,232,231,-0.0020093027923007425,2,HUST_9-6
HUST,-1,236,238,236,-0.0020957418959794676,3,HUST_9-6
HUST,-1,243,244,243,-0.001993303044146972,2,HUST_9-6
HUST,1,77,82,82,0.002425589786375261,6,HUST_9-7
HUST,1,89,93,93,0.0023350865297427892,5,HUST_9-8
NASA_PCoE,1,48,49,48,0.03517464027513576,2,NASA_B0005
NASA_PCoE,1,48,49,48,0.07935754678846774,2,NASA_B0006
NASA_PCoE,1,48,49,49,0.028476842060636588,2,NASA_B0007
NASA_PCoE,1,46,48,46,0.0837372393557236,3,NASA_B0018
NASA_PCoE,-1,134,142,137,-1.0590285390518615,9,NASA_B0033
NASA_PCoE,1,1,2,1,0.1391276982507869,2,NASA_B0034
NASA_PCoE,1,63,64,64,0.14727359661610803,2,NASA_B0034
NASA_PCoE,1,151,152,151,0.13052611121321797,2,NASA_B0034
NASA_PCoE,-1,151,152,152,-0.03241934626535281,2,NASA_B0036
NASA_PCoE,1,154,156,154,0.042102097815897035,3,NASA_B0036
NASA_PCoE,1,158,159,159,0.035562215434190865,2,NASA_B0036
NASA_PCoE,1,42,44,44,0.06407014378392291,3,NASA_B0038
NASA_PCoE,1,24,27,27,0.03715805042602114,4,NASA_B0039
NASA_PCoE,-1,28,30,28,-0.03633592980544807,3,NASA_B0039
NASA_PCoE,1,26,27,27,0.026163288350845585,2,NASA_B0040
NASA_PCoE,1,40,41,40,0.6509952153156663,2,NASA_B0041
NASA_PCoE,1,20,22,20,0.024728071950321277,3,NASA_B0042
NASA_PCoE,1,33,34,33,0.03871594713140067,2,NASA_B0045
NASA_PCoE,1,43,44,44,0.08537999032651616,2,NASA_B0053
NASA_PCoE,1,21,23,21,0.09514620332900665,3,NASA_B0054
NASA_PCoE,1,22,24,22,0.09189862399265372,3,NASA_B0055
NASA_PCoE,1,49,50,49,0.0663927333638186,2,NASA_B0055
NASA_PCoE,1,90,91,90,0.07452823857488083,2,NASA_B0055
NASA_PCoE,1,89,90,89,0.1320070097826131,2,NASA_B0056
